Park Code,Category,Order,Family,Taxa Code,Scientific Name,Synonyms,Common Name,Occurrence,Occurrence Tags
ARCH,Vascular Plant,Poales,Poaceae,147354,Poa secunda,,Sandberg's bluegrass,Present,
ARCH,Vascular Plant,Poales,Poaceae,148129,Polypogon interruptus,,ditch polypogon,Present,
ARCH,Vascular Plant,Poales,Poaceae,148126,Polypogon monspeliensis,,Rabbitfoot-grass,Present,
ARCH,Vascular Plant,Poales,Poaceae,148154,Puccinellia distans,,Weeping alkaligrass,Present,
ARCH,Vascular Plant,Poales,Poaceae,165191,Saccharum ravennae,,Ravenna grass,Probably Present,
ARCH,Vascular Plant,Poales,Poaceae,145163,Schismus arabicus,,Arabian grass,Present,
ARCH,Vascular Plant,Poales,Poaceae,145997,Schizachyrium scoparium,Andropogon scoparius (142925),Little bluestem,Present,
ARCH,Vascular Plant,Poales,Poaceae,146013,Secale cereale,,Cultivated rye,Probably Present,
ARCH,Vascular Plant,Poales,Poaceae,293284,Setaria glauca,,yellow bristlegrass,Present,
ARCH,Vascular Plant,Poales,Poaceae,139244,Setaria viridis,,Green bristlegrass,Present,
ARCH,Vascular Plant,Poales,Poaceae,139287,Spartina gracilis,,Alkali cordgrass,Present,
ARCH,Vascular Plant,Poales,Poaceae,139289,Spartina pectinata,,Prairie cordgrass,Present,
ARCH,Vascular Plant,Poales,Poaceae,139296,Sphenopholis obtusata,,Prairie wedgegrass,Present,
ARCH,Vascular Plant,Poales,Poaceae,758629,Sporobolus airoides var. airoides,Sporobolus airoides (146055),Alkali sacaton,Present,
ARCH,Vascular Plant,Poales,Poaceae,146059,Sporobolus contractus,,Spike dropseed,Present,
ARCH,Vascular Plant,Poales,Poaceae,146060,Sporobolus cryptandrus,,Sand dropseed,Present,
ARCH,Vascular Plant,Poales,Poaceae,146065,Sporobolus flexuosus,,Mesa dropseed,Present,
ARCH,Vascular Plant,Poales,Poaceae,146066,Sporobolus giganteus,,Giant dropseed,Present,
ARCH,Vascular Plant,Poales,Poaceae,758621,Stipa arnowiae,,Arnow's needlegrass,Present,
ARCH,Vascular Plant,Poales,Poaceae,217811,Stipa comata var. comata,Stipa comata (146104),Needle-and-thread,Present,
ARCH,Vascular Plant,Poales,Poaceae,235526,Stipa coronata var. depauperata,,Depauperate needlegrass,Probably Present,
ARCH,Vascular Plant,Poales,Poaceae,200469,Stipa hymenoides,Oryzopsis hymenoides (145077),Indian ricegrass,Present,
ARCH,Vascular Plant,Poales,Poaceae,146679,Stipa speciosa,,Desert needlegrass,Present,
ARCH,Vascular Plant,Poales,Poaceae,146717,Tridens muticus,,Slim tridens,Present,
ARCH,Vascular Plant,Poales,Poaceae,146727,Triticum aestivum,,Wheat,Present,
ARCH,Vascular Plant,Poales,Typhaceae,147661,Typha domingensis,,Southern cattail,Present,
ARCH,Vascular Plant,Poales,Typhaceae,147660,Typha latifolia,,Broad-leaved cattail,Present,
ARCH,Vascular Plant,Polypodiales,Dennstaedtiaceae,217047,Pteridium aquilinum var. pubescens,Pteridium aquilinum (74576),Bracken fern,Present,
ARCH,Vascular Plant,Polypodiales,Pteridaceae,81002,Adiantum capillus-veneris,,Southern maidenhair fern,Present,
ARCH,Vascular Plant,Polypodiales,Pteridaceae,81606,Cheilanthes feei,,Slender lip-fern,Present,
ARCH,Vascular Plant,Polypodiales,Pteridaceae,76741,Pellaea breweri,,Brewer's cliff-brake,Probably Present,
ARCH,Vascular Plant,Polypodiales,Pteridaceae,231026,Pellaea glabella var. occidentalis,Pellaea glabella (77578),Western cliffbrake,Present,
ARCH,Vascular Plant,Polypodiales,Pteridaceae,196811,Pellaea limitanea,,Border cloak-fern,Present,
ARCH,Vascular Plant,Polypodiales,Woodsiaceae,84468,Cystopteris fragilis,Cystopteris utahensis (156243),Brittle bladder fern,Present,
ARCH,Vascular Plant,Ranunculales,Berberidaceae,95977,Berberis fendleri,,Fendler's barberry,Present,
ARCH,Vascular Plant,Ranunculales,Berberidaceae,104803,Mahonia fremontii,,Fremont's mahonia,Present,
ARCH,Vascular Plant,Ranunculales,Berberidaceae,104816,Mahonia repens,Berberis fremontii (95988),Oregon-grape,Present,
ARCH,Vascular Plant,Ranunculales,Papaveraceae,226011,Corydalis aurea var. occidentalis,Corydalis aurea (99305),Golden corydalis,Present,
ARCH,Vascular Plant,Ranunculales,Ranunculaceae,97141,Aquilegia micrantha,,Alcove columbine,Present,
ARCH,Vascular Plant,Ranunculales,Ranunculaceae,93504,Clematis ligusticifolia,,White virgin's-bower,Present,
ARCH,Vascular Plant,Ranunculales,Ranunculaceae,229290,Delphinium andersonii var. scaposum,"Delphinium scaposum (88549),Delphinium andersonii (156272)",Pale larkspur,Present,
ARCH,Vascular Plant,Ranunculales,Ranunculaceae,92831,Delphinium nuttallianum,,Nuttall's larkspur,Present,
ARCH,Vascular Plant,Ranunculales,Ranunculaceae,96869,Ranunculus cymbalaria,,Marsh buttercup,Present,
ARCH,Vascular Plant,Ranunculales,Ranunculaceae,89751,Ranunculus testiculatus,,Bur buttercup,Present,
ARCH,Vascular Plant,Rosales,Cannabaceae,102979,Celtis reticulata,,Netleaf hackberry,Present,
ARCH,Vascular Plant,Rosales,Elaeagnaceae,130518,Elaeagnus angustifolia,,Russian-olive,Present,
ARCH,Vascular Plant,Rosales,Moraceae,103873,Morus alba,,White mulberry,Present,
ARCH,Vascular Plant,Rosales,Rhamnaceae,124792,Rhamnus betulifolia,,Birchleaf buckthorn,Present,
ARCH,Vascular Plant,Rosales,Rosaceae,129597,Amelanchier utahensis,,Utah serviceberry,Present,
ARCH,Vascular Plant,Rosales,Rosaceae,129610,Cercocarpus intricatus,,Dwarf mountain mahogany,Present,
ARCH,Vascular Plant,Rosales,Rosaceae,129613,Cercocarpus montanus,,Alder-leaf mountain mahogany,Present,
ARCH,Vascular Plant,Rosales,Rosaceae,129629,Coleogyne ramosissima,,Blackbrush,Present,
ARCH,Vascular Plant,Rosales,Rosaceae,130595,Holodiscus dumosus,,Bush oceanspray,Present,
ARCH,Vascular Plant,Rosales,Rosaceae,837938,Petrophytum caespitosum,"Petrophyton caespitosum (120328),Spiraea caespitosa (197816)",mat rockspirea,Present,
ARCH,Vascular Plant,Rosales,Rosaceae,120334,Physocarpus alternans,,Dwarf ninebark,Present,
ARCH,Vascular Plant,Rosales,Rosaceae,758599,Purshia mexicana var. stansburyana,"Purshia mexicana (106662),Cowania mexicana (129635)",Cliff-rose,Present,
ARCH,Vascular Plant,Rosales,Rosaceae,120348,Purshia tridentata,,Antelope bitterbrush,Probably Present,
ARCH,Vascular Plant,Rosales,Rosaceae,127958,Rosa woodsii,,Woods' rose,Present,
ARCH,Vascular Plant,Rosales,Ulmaceae,103773,Ulmus pumila,,Siberian elm,Present,
ARCH,Vascular Plant,Rosales,Urticaceae,101640,Parietaria pensylvanica,,Pennsylvania pellitory,Present,
ARCH,Vascular Plant,Santalales,Santalaceae,131317,Arceuthobium divaricatum,,Pinyon dwarf-mistletoe,Probably Present,
ARCH,Vascular Plant,Santalales,Santalaceae,224984,Comandra umbellata var. pallida,Comandra umbellata (155905),Bastard toadflax,Present,
ARCH,Vascular Plant,Santalales,Santalaceae,131289,Phoradendron juniperinum,Phoradendron juniperinum ssp. juniperinum (131290),Juniper mistletoe,Probably Present,
ARCH,Vascular Plant,Sapindales,Anacardiaceae,238554,Rhus aromatica var. simplicifolia,Rhus trilobata var. simplicifolia (213723),Squawbush,Present,
ARCH,Vascular Plant,Sapindales,Anacardiaceae,238556,Rhus aromatica var. trilobata,"Rhus trilobata var. trilobata (213725),Rhus aromatica ssp. trilobata (207900)",Squawbush,Present,
ARCH,Vascular Plant,Sapindales,Anacardiaceae,126776,Rhus glabra,,Smooth sumac,Present,
ARCH,Vascular Plant,Sapindales,Anacardiaceae,126821,Toxicodendron rydbergii,Toxicodendron radicans (126820),Western poison ivy,Present,
ARCH,Vascular Plant,Sapindales,Sapindaceae,126739,Acer negundo,,Box elder,Present,
ARCH,Vascular Plant,Solanales,Convolvulaceae,219496,Calystegia sepium var. angulata,,Western hedge bindweed,Present,
ARCH,Vascular Plant,Solanales,Convolvulaceae,135243,Convolvulus arvensis,,Field bindweed,Present,
ARCH,Vascular Plant,Solanales,Convolvulaceae,136086,Cuscuta pentagona,,Field dodder,Present,
ARCH,Vascular Plant,Solanales,Convolvulaceae,159006,Evolvulus nuttallianus,,Evolvulus,Present,
ARCH,Vascular Plant,Solanales,Convolvulaceae,136134,Ipomoea purpurea,,common morning-glory,Present,
ARCH,Vascular Plant,Solanales,Solanaceae,134361,Datura wrightii,,Angel's trumpet,Present,
ARCH,Vascular Plant,Solanales,Solanaceae,212684,Physalis hederifolia var. fendleri,Physalis fendleri (134444),Fendler's ground-cherry,Present,
ARCH,Vascular Plant,Solanales,Solanaceae,135117,Physalis longifolia,,Long-leaf ground-cherry,Present,
ARCH,Vascular Plant,Zygophyllales,Zygophyllaceae,128399,Kallstroemia californica,,yellow Kallstroemia,Present,
ARCH,Vascular Plant,Zygophyllales,Zygophyllaceae,128403,Kallstroemia parviflora,,orange Kallstroemia,Present,
ARCH,Vascular Plant,Zygophyllales,Zygophyllaceae,128414,Tribulus terrestris,,Puncture vine,Present,
